pregunta;dominio;formulacion;control;campos;modo;recorridos;nodos;opcion;etiqueta;glosas;acepcionNucleo;estado;salida;editor;frase;fraseSinValor;sinSena;rutas
Q.SEG.MOTIVO;consulta;¿Qué quiere consultar?;seleccion_unica;consulta|documento;frase;seguimiento#1;;otro;Otra consulta (escribir);;;afirmado;False;texto_detalle;Quiero consultar esto: «{texto}».;;True;recorrido
Q.SEG.NUM_REFERENCIA;seguimiento;¿Tiene el número de referencia?;polar3;polaridad;frase;seguimiento#5;n-s6-seguimiento_prelim-02;si;Sí;SÍ;polaridad;afirmado;False;documento_numero;Sí, el número de referencia es {numero}.;Sí, tengo el número de referencia.;False;recorrido|respuesta al funcionario
Q.SEG.NUM_REFERENCIA;seguimiento;¿Tiene el número de referencia?;polar3;polaridad;frase;seguimiento#5;n-s6-seguimiento_prelim-02;no;No;NO;polaridad;negado;False;;No tengo el número de referencia.;;False;recorrido|respuesta al funcionario
Q.SEG.NUM_REFERENCIA;seguimiento;¿Tiene el número de referencia?;polar3;polaridad;frase;seguimiento#5;n-s6-seguimiento_prelim-02;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si lo tengo.;;False;recorrido|respuesta al funcionario
Q.SEG.ORGANO_JUDICIAL;seguimiento;¿Sabe dónde está el Órgano Judicial?;polar2;polaridad;frase;;n-s6-interaccion_con_fi-05;si;Sí;SÍ;polaridad;afirmado;False;;Sí, sé dónde está.;;False;respuesta al funcionario
Q.SEG.ORGANO_JUDICIAL;seguimiento;¿Sabe dónde está el Órgano Judicial?;polar2;polaridad;frase;;n-s6-interaccion_con_fi-05;no;No;NO;polaridad;negado;False;;No sé dónde está el Órgano Judicial.;;False;respuesta al funcionario
Q.SEG.RESOLUCION;seguimiento;¿Recibió una resolución?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-03;si;Sí;SÍ;polaridad;afirmado;False;;Sí, recibí una resolución.;;False;respuesta al funcionario
Q.SEG.RESOLUCION;seguimiento;¿Recibió una resolución?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-03;no;No;NO;polaridad;negado;False;;No recibí ninguna resolución.;;False;respuesta al funcionario
Q.SEG.RESOLUCION;seguimiento;¿Recibió una resolución?;polar3;polaridad;frase;;n-s6-interaccion_con_fi-03;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si es una resolución.;;False;respuesta al funcionario
Q.SEG.RETORNO;seguimiento;¿Tiene que volver otro día?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-09;si;Sí;SÍ;polaridad;afirmado;False;;Sí, tengo que volver otro día.;;False;respuesta al funcionario
Q.SEG.RETORNO;seguimiento;¿Tiene que volver otro día?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-09;no;No;NO;polaridad;negado;False;;No tengo que volver.;;False;respuesta al funcionario
Q.SEG.RETORNO;seguimiento;¿Tiene que volver otro día?;polar3;polaridad;frase;;n-s6-seguimiento_prelim-09;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si tengo que volver.;;False;respuesta al funcionario
Q.TES.CANTIDAD;testigos;¿Cuántos testigos hay?;seleccion_unica;cantidad;fragmento;denuncia_robo#21;n-s6-testigos_fotos_v-02;n;Escribir cuántos;;;afirmado;False;entero;{n} testigos;;False;recorrido|respuesta al funcionario
Q.TES.CANTIDAD;testigos;¿Cuántos testigos hay?;seleccion_unica;cantidad;fragmento;denuncia_robo#21;n-s6-testigos_fotos_v-02;no_sabe;No sé;NO_SABER;polaridad;desconocido;True;;testigos, pero no sé cuántos;;False;recorrido|respuesta al funcionario
Q.TES.EXISTE;testigos;¿Hay testigos?;polar3;polaridad;frase;denuncia_robo#20;n-s6-robo_hurto_y_obje-10|n-s6-testigos_fotos_v-01;si;Sí;SÍ;polaridad;afirmado;False;;Sí, hay {Q.TES.CANTIDAD|testigos}.;;False;recorrido|respuesta al funcionario
Q.TES.EXISTE;testigos;¿Hay testigos?;polar3;polaridad;frase;denuncia_robo#20;n-s6-robo_hurto_y_obje-10|n-s6-testigos_fotos_v-01;no;No;NO;polaridad;negado;False;;No hay testigos.;;False;recorrido|respuesta al funcionario
Q.TES.EXISTE;testigos;¿Hay testigos?;polar3;polaridad;frase;denuncia_robo#20;n-s6-robo_hurto_y_obje-10|n-s6-testigos_fotos_v-01;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si hay testigos.;;False;recorrido|respuesta al funcionario
Q.TES.PUEDE_TESTIMONIO;testigos;¿Puede dar testimonio de lo que vio?;polar3;polaridad;frase;otro#5;;si;Sí;SÍ;polaridad;afirmado;False;;Sí, puedo dar testimonio de lo que vi.;;False;recorrido
Q.TES.PUEDE_TESTIMONIO;testigos;¿Puede dar testimonio de lo que vio?;polar3;polaridad;frase;otro#5;;no;No;NO;polaridad;negado;False;;No puedo dar testimonio.;;False;recorrido
Q.TES.PUEDE_TESTIMONIO;testigos;¿Puede dar testimonio de lo que vio?;polar3;polaridad;frase;otro#5;;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si puedo dar testimonio.;;False;recorrido
Q.TES.QUE_VIO;testigos;¿Qué vio o qué quiere declarar?;seleccion_unica;hecho;frase;otro#1;;robo;Vi un robo;VER|ROBAR;hecho;afirmado;False;;Vi un robo.;;False;recorrido
Q.TES.QUE_VIO;testigos;¿Qué vio o qué quiere declarar?;seleccion_unica;hecho;frase;otro#1;;agresion;Vi una agresión;VER|PEGAR;hecho;afirmado;False;;Vi que golpearon a una persona.;;False;recorrido
Q.TES.QUE_VIO;testigos;¿Qué vio o qué quiere declarar?;seleccion_unica;hecho;frase;otro#1;;escape;Vi que alguien escapó;VER|ESCAPAR;hecho;afirmado;False;;Vi que alguien escapó.;;False;recorrido
Q.TES.QUE_VIO;testigos;¿Qué vio o qué quiere declarar?;seleccion_unica;hecho;frase;otro#1;;dano;Vi que dañaron algo;VER|DAÑAR;hecho;afirmado;False;;Vi que dañaron algo.;;False;recorrido
Q.TES.QUE_VIO;testigos;¿Qué vio o qué quiere declarar?;seleccion_unica;hecho;frase;otro#1;;otro;Otra cosa que vi (escribir);;;afirmado;False;texto_detalle;Vi esto: «{texto}».;;False;recorrido
Q.TES.QUE_VIO;testigos;¿Qué vio o qué quiere declarar?;seleccion_unica;hecho;frase;otro#1;;agregar;Quiero agregar información a lo que dije;AUMENTAR|NARRAR|QUERER;hecho;afirmado;False;;Quiero agregar información a lo que dije.;;False;recorrido
Q.TES.QUE_VIO;testigos;¿Qué vio o qué quiere declarar?;seleccion_unica;hecho;frase;otro#1;;corregir;Quiero corregir algo de lo que dije;ARREGLAR;hecho;afirmado;False;;Quiero corregir algo de lo que dije.;;False;recorrido
Q.TES.TRAER;testigos;¿Puede traer al testigo?;polar3;polaridad;frase;;n-s6-testigos_fotos_v-04;si;Sí;SÍ;polaridad;afirmado;False;;Sí, puedo traer al testigo.;;False;respuesta al funcionario
Q.TES.TRAER;testigos;¿Puede traer al testigo?;polar3;polaridad;frase;;n-s6-testigos_fotos_v-04;no;No;NO;polaridad;negado;False;;No puedo traer al testigo.;;False;respuesta al funcionario
Q.TES.TRAER;testigos;¿Puede traer al testigo?;polar3;polaridad;frase;;n-s6-testigos_fotos_v-04;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si puedo traerlo.;;False;respuesta al funcionario
Q.TES.VIO_TODO;testigos;¿El testigo vio todo?;polar3;polaridad;frase;;n-s6-testigos_fotos_v-03;si;Sí;SÍ;polaridad;afirmado;False;;Sí, el testigo vio todo.;;False;respuesta al funcionario
Q.TES.VIO_TODO;testigos;¿El testigo vio todo?;polar3;polaridad;frase;;n-s6-testigos_fotos_v-03;no;No;NO;polaridad;negado;False;;No, el testigo no vio todo.;;False;respuesta al funcionario
Q.TES.VIO_TODO;testigos;¿El testigo vio todo?;polar3;polaridad;frase;;n-s6-testigos_fotos_v-03;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No sé si el testigo vio todo.;;False;respuesta al funcionario
Q.TIE.APROX;tiempo;¿Fue hoy, ayer o antes?;alternativa;tiempo;frase;;n-s6-inicio_de_denuncia-05;hoy;Hoy;HOY;tiempo;afirmado;False;;Fue hoy.;;False;respuesta al funcionario
Q.TIE.APROX;tiempo;¿Fue hoy, ayer o antes?;alternativa;tiempo;frase;;n-s6-inicio_de_denuncia-05;ayer;Ayer;AYER;tiempo;afirmado;False;;Fue ayer.;;False;respuesta al funcionario
Q.TIE.APROX;tiempo;¿Fue hoy, ayer o antes?;alternativa;tiempo;frase;;n-s6-inicio_de_denuncia-05;antes;Antes;PASADO;modificador|tiempo;afirmado;False;;Fue antes de ayer o hace más tiempo.;;False;respuesta al funcionario
Q.TIE.APROX;tiempo;¿Fue hoy, ayer o antes?;alternativa;tiempo;frase;;n-s6-inicio_de_denuncia-05;no_recuerda;No recuerdo;RECORDAR|NO;hecho|polaridad;desconocido;True;;No recuerdo cuándo fue.;;False;respuesta al funcionario
Q.TIE.CUANDO;tiempo;¿Cuándo ocurrió?;seleccion_multiple;tiempo;frase;denuncia_robo#8|violencia#6|otro#3;n-s6-inicio_de_denuncia-04;ahora;Ahora mismo;AHORA;tiempo;afirmado;False;;hace un momento;;False;recorrido|respuesta al funcionario
Q.TIE.CUANDO;tiempo;¿Cuándo ocurrió?;seleccion_multiple;tiempo;frase;denuncia_robo#8|violencia#6|otro#3;n-s6-inicio_de_denuncia-04;hoy;Hoy;HOY;tiempo;afirmado;False;;hoy;;False;recorrido|respuesta al funcionario
Q.TIE.CUANDO;tiempo;¿Cuándo ocurrió?;seleccion_multiple;tiempo;frase;denuncia_robo#8|violencia#6|otro#3;n-s6-inicio_de_denuncia-04;ayer;Ayer;AYER;tiempo;afirmado;False;;ayer;;False;recorrido|respuesta al funcionario
Q.TIE.CUANDO;tiempo;¿Cuándo ocurrió?;seleccion_multiple;tiempo;frase;denuncia_robo#8|violencia#6|otro#3;n-s6-inicio_de_denuncia-04;anteayer;Anteayer;ANTEAYER;tiempo;afirmado;False;;anteayer;;False;recorrido|respuesta al funcionario
Q.TIE.CUANDO;tiempo;¿Cuándo ocurrió?;seleccion_multiple;tiempo;frase;denuncia_robo#8|violencia#6|otro#3;n-s6-inicio_de_denuncia-04;hace_min;Hace … minutos;MINUTO;tiempo;afirmado;False;entero;hace {n} minutos;;False;recorrido|respuesta al funcionario
Q.TIE.CUANDO;tiempo;¿Cuándo ocurrió?;seleccion_multiple;tiempo;frase;denuncia_robo#8|violencia#6|otro#3;n-s6-inicio_de_denuncia-04;hace_h;Hace … horas;HORA;tiempo;afirmado;False;entero;hace {n} horas;;False;recorrido|respuesta al funcionario
Q.TIE.CUANDO;tiempo;¿Cuándo ocurrió?;seleccion_multiple;tiempo;frase;denuncia_robo#8|violencia#6|otro#3;n-s6-inicio_de_denuncia-04;hace_d;Hace … días;DÍA;tiempo;afirmado;False;entero;hace {n} días;;False;recorrido|respuesta al funcionario
Q.TIE.CUANDO;tiempo;¿Cuándo ocurrió?;seleccion_multiple;tiempo;frase;denuncia_robo#8|violencia#6|otro#3;n-s6-inicio_de_denuncia-04;hace_s;Hace … semanas;SEMANA;tiempo;afirmado;False;entero;hace {n} semanas;;False;recorrido|respuesta al funcionario
Q.TIE.CUANDO;tiempo;¿Cuándo ocurrió?;seleccion_multiple;tiempo;frase;denuncia_robo#8|violencia#6|otro#3;n-s6-inicio_de_denuncia-04;hace_m;Hace … meses;MES;tiempo;afirmado;False;entero;hace {n} meses;;False;recorrido|respuesta al funcionario
Q.TIE.CUANDO;tiempo;¿Cuándo ocurrió?;seleccion_multiple;tiempo;frase;denuncia_robo#8|violencia#6|otro#3;n-s6-inicio_de_denuncia-04;tarde;Por la tarde;TARDE;tiempo;afirmado;False;;por la tarde;;False;recorrido|respuesta al funcionario
Q.TIE.CUANDO;tiempo;¿Cuándo ocurrió?;seleccion_multiple;tiempo;frase;denuncia_robo#8|violencia#6|otro#3;n-s6-inicio_de_denuncia-04;temprano;Temprano;TEMPRANO;tiempo;afirmado;False;;temprano;;False;recorrido|respuesta al funcionario
Q.TIE.CUANDO;tiempo;¿Cuándo ocurrió?;seleccion_multiple;tiempo;frase;denuncia_robo#8|violencia#6|otro#3;n-s6-inicio_de_denuncia-04;no_recuerda;No recuerdo;RECORDAR|NO;hecho|polaridad;desconocido;True;;No recuerdo cuándo ocurrió.;;False;recorrido|respuesta al funcionario
Q.TIE.HORA;tiempo;¿A qué hora aproximadamente?;hora;tiempo;frase;;n-s6-inicio_de_denuncia-06;hora;Escribir la hora;;;afirmado;False;hora;Fue aproximadamente a las {hora}.;;False;respuesta al funcionario
Q.TIE.HORA;tiempo;¿A qué hora aproximadamente?;hora;tiempo;frase;;n-s6-inicio_de_denuncia-06;tarde;Por la tarde;TARDE;tiempo;afirmado;False;;Fue por la tarde.;;False;respuesta al funcionario
Q.TIE.HORA;tiempo;¿A qué hora aproximadamente?;hora;tiempo;frase;;n-s6-inicio_de_denuncia-06;temprano;Temprano;TEMPRANO;tiempo;afirmado;False;;Fue temprano.;;False;respuesta al funcionario
Q.TIE.HORA;tiempo;¿A qué hora aproximadamente?;hora;tiempo;frase;;n-s6-inicio_de_denuncia-06;no_recuerda;No recuerdo;RECORDAR|NO;hecho|polaridad;desconocido;True;;No recuerdo la hora exacta.;;False;respuesta al funcionario
Q.VIO.AGRESION;violencia;¿Alguien le pegó o maltrató?;polar3;polaridad;frase;;n-s6-agresion_violenci-01;si;Sí;SÍ;polaridad;afirmado;False;;Sí, me agredieron.;;False;respuesta al funcionario
Q.VIO.AGRESION;violencia;¿Alguien le pegó o maltrató?;polar3;polaridad;frase;;n-s6-agresion_violenci-01;no;No;NO;polaridad;negado;False;;No, nadie me pegó ni me maltrató.;;False;respuesta al funcionario
Q.VIO.AGRESION;violencia;¿Alguien le pegó o maltrató?;polar3;polaridad;frase;;n-s6-agresion_violenci-01;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;No estoy seguro.;;False;respuesta al funcionario
Q.VIO.AGRESOR;violencia;¿Quién le agredió?;persona_identidad;persona;frase;violencia#3;;conoce;Alguien que conozco;CONOCER;hecho|persona;afirmado;False;;Fue alguien que conozco.;;False;recorrido
Q.VIO.AGRESOR;violencia;¿Quién le agredió?;persona_identidad;persona;frase;violencia#3;;hombre;Un hombre que no conozco;HOMBRE;persona;afirmado;False;;Fue un hombre que no conozco.;;False;recorrido
Q.VIO.AGRESOR;violencia;¿Quién le agredió?;persona_identidad;persona;frase;violencia#3;;mujer;Una mujer que no conozco;MUJER;persona;afirmado;False;;Fue una mujer que no conozco.;;False;recorrido
Q.VIO.AGRESOR;violencia;¿Quién le agredió?;persona_identidad;persona;frase;violencia#3;;no_sabe;No sé;NO_SABER;polaridad;desconocido;True;;No sé quién fue.;;False;recorrido
Q.VIO.ASISTENCIA_ESPECIALIZADA;apoyo;¿Desea asistencia especializada?;polar3;polaridad;frase;violencia#18;;si;Sí;SÍ;polaridad;afirmado;False;;Sí, quiero asistencia.;;False;recorrido
Q.VIO.ASISTENCIA_ESPECIALIZADA;apoyo;¿Desea asistencia especializada?;polar3;polaridad;frase;violencia#18;;no;No;NO;polaridad;negado;False;;Por ahora no quiero asistencia.;;False;recorrido
Q.VIO.ASISTENCIA_ESPECIALIZADA;apoyo;¿Desea asistencia especializada?;polar3;polaridad;frase;violencia#18;;no_sabe;No sé;NO_SABER;polaridad;desconocido;False;;Todavía no lo sé.;;False;recorrido
Q.VIO.FRECUENCIA;violencia;¿Es la primera vez o pasa seguido?;alternativa;frecuencia;frase;violencia#7;;primera;Es la primera vez;PRIMERA_VEZ;frecuencia|tiempo;afirmado;False;;Es la primera vez.;;False;recorrido
Q.VIO.FRECUENCIA;violencia;¿Es la primera vez o pasa seguido?;alternativa;frecuencia;frase;violencia#7;;siempre;Pasa siempre;SIEMPRE;frecuencia|tiempo;afirmado;False;;Pasa siempre.;;False;recorrido
Q.VIO.FRECUENCIA;violencia;¿Es la primera vez o pasa seguido?;alternativa;frecuencia;frase;violencia#7;;cada_dia;Pasa cada día;CADA_DÍA;frecuencia|tiempo;afirmado;False;;Pasa todos los días.;;False;recorrido
Q.VIO.FRECUENCIA;violencia;¿Es la primera vez o pasa seguido?;alternativa;frecuencia;frase;violencia#7;;no_sabe;No sé;NO_SABER;polaridad;desconocido;True;;No sé decirlo.;;False;recorrido
Q.VIO.TIPO;violencia;¿Qué le hicieron?;seleccion_multiple;hecho;frase;violencia#1;;pegar;Me pegaron;PEGAR;hecho;afirmado;False;;Me pegaron.;;False;recorrido
Q.VIO.TIPO;violencia;¿Qué le hicieron?;seleccion_multiple;hecho;frase;violencia#1;;maltratar;Me maltrataron;MALTRATAR;hecho;afirmado;False;;Me maltrataron.;;False;recorrido
Q.VIO.TIPO;violencia;¿Qué le hicieron?;seleccion_multiple;hecho;frase;violencia#1;;amenazar;Me amenazaron;AMENAZAR;hecho;afirmado;False;;Me amenazaron.;;False;recorrido
Q.VIO.TIPO;violencia;¿Qué le hicieron?;seleccion_multiple;hecho;frase;violencia#1;;gritar;Me gritaron;GRITAR;hecho;afirmado;False;;Me gritaron.;;False;recorrido
Q.VIO.TIPO;violencia;¿Qué le hicieron?;seleccion_multiple;hecho;frase;violencia#1;;abusar;Abusaron de mí;ABUSAR;hecho;afirmado;False;;Abusaron de mí.;;False;recorrido
Q.VIO.TIPO;violencia;¿Qué le hicieron?;seleccion_multiple;hecho;frase;violencia#1;;violencia;Sufrí violencia;VIOLENCIA;estado|hecho;afirmado;False;;Sufrí violencia.;;False;recorrido
Q.VIO.TIPO;violencia;¿Qué le hicieron?;seleccion_multiple;hecho;frase;violencia#1;;danar;Dañaron mis cosas;DAÑAR;hecho;afirmado;False;;Dañaron mis cosas.;;False;recorrido
